City;Zip_Code;Kraj;Weight;Country
Petrohrad;43985;Ústecký;0.03;Czechia
Petroupim;25601;Středočeský;0.03;Czechia
Petrov;67962;Jihomoravský;0.03;Czechia
Petrov;25281;Středočeský;0.03;Czechia
Petrov;69665;Jihomoravský;0.03;Czechia
Petrov nad Desnou;78816;Olomoucký;0.03;Czechia
Petrovice;26255;Středočeský;0.03;Czechia
Petrovice;40337;Ústecký;0.03;Czechia
Petrovice;27035;Středočeský;0.03;Czechia
Petrovice;67201;Jihomoravský;0.03;Czechia
Petrovice;67902;Jihomoravský;0.03;Czechia
Petrovice;79384;Moravskoslezský;0.03;Czechia
Petrovice;56301;Pardubický;0.03;Czechia
Petrovice;50355;Královéhradecký;0.03;Czechia
Petrovice I;28601;Středočeský;0.03;Czechia
Petrovice II;28522;Středočeský;0.03;Czechia
Petrovice u Karviné;73572;Moravskoslezský;0.03;Czechia
Petrovice u Sušice;34201;Plzeňský;0.03;Czechia
Petrovičky;50801;Královéhradecký;0.03;Czechia
Petrůvka;76321;Zlínský;0.03;Czechia
Petříkov;25169;Středočeský;0.03;Czechia
Petříkov;37401;Jihočeský;0.03;Czechia
Petřvald;74260;Moravskoslezský;0.03;Czechia
Pičín;26225;Středočeský;0.03;Czechia
Pila;36001;Karlovarský;0.03;Czechia
Písařov;78991;Olomoucký;0.03;Czechia
Písečná;79082;Olomoucký;0.03;Czechia
Písečná;73991;Moravskoslezský;0.03;Czechia
Písečná;56170;Pardubický;0.03;Czechia
Písečné;37872;Jihočeský;0.03;Czechia
Písek;73984;Moravskoslezský;0.03;Czechia
Písek;50351;Královéhradecký;0.03;Czechia
Písková Lhota;29431;Středočeský;0.03;Czechia
Písková Lhota;29001;Středočeský;0.03;Czechia
Pístina;37802;Jihočeský;0.03;Czechia
Píšť;74718;Moravskoslezský;0.03;Czechia
Píšťany;41101;Ústecký;0.03;Czechia
Pištín;37346;Jihočeský;0.03;Czechia
Pitín;68771;Zlínský;0.03;Czechia
Pivín;79824;Olomoucký;0.03;Czechia
Pivkovice;38773;Jihočeský;0.03;Czechia
Planá;37001;Jihočeský;0.03;Czechia
Pláně;33101;Plzeňský;0.03;Czechia
Plav;37007;Jihočeský;0.03;Czechia
Plaveč;67132;Jihomoravský;0.03;Czechia
Plavsko;37802;Jihočeský;0.03;Czechia
Plavy;46846;Liberecký;0.03;Czechia
Plazy;29301;Středočeský;0.03;Czechia
Plchov;27375;Středočeský;0.03;Czechia
Plchovice;56501;Pardubický;0.03;Czechia
Plenkovice;67151;Jihomoravský;0.03;Czechia
Pleše;37821;Jihočeský;0.03;Czechia
Plešnice;33033;Plzeňský;0.03;Czechia
Pletený Újezd;27351;Středočeský;0.03;Czechia
Plískov;33808;Plzeňský;0.03;Czechia
Ploskovice;41142;Ústecký;0.03;Czechia
Pluhův Žďár;37824;Jihočeský;0.03;Czechia
Pnětluky;44001;Ústecký;0.03;Czechia
Pňovany;33033;Plzeňský;0.03;Czechia
Pňovice;78401;Olomoucký;0.03;Czechia
Pňov-Předhradí;28941;Středočeský;0.03;Czechia
Poběžovice u Holic;53401;Pardubický;0.03;Czechia
Poběžovice u Přelouče;53501;Pardubický;0.03;Czechia
Pochvalov;27055;Středočeský;0.03;Czechia
Pocinovice;34509;Plzeňský;0.03;Czechia
Počaply;26272;Středočeský;0.03;Czechia
Počedělice;44001;Ústecký;0.03;Czechia
Počenice-Tetětice;76833;Zlínský;0.03;Czechia
Počepice;26255;Středočeský;0.03;Czechia
Podbořanský Rohozec;44101;Ústecký;0.03;Czechia
Podbrdy;26727;Středočeský;0.03;Czechia
Podbřezí;51803;Královéhradecký;0.03;Czechia
Podbřežice;68301;Jihomoravský;0.03;Czechia
Poděvousy;34561;Plzeňský;0.03;Czechia
Podhorní Újezd a Vojice;50801;Královéhradecký;0.03;Czechia
Podhořany u Ronova;53841;Pardubický;0.03;Czechia
Podhradí;35201;Karlovarský;0.03;Czechia
Podhradí;76326;Zlínský;0.03;Czechia
Podhradí nad Dyjí;67106;Jihomoravský;0.03;Czechia
Podhradní Lhota;76871;Zlínský;0.03;Czechia
Podivice;68321;Jihomoravský;0.03;Czechia
Podkopná Lhota;76318;Zlínský;0.03;Czechia
Podlesí;26101;Středočeský;0.03;Czechia
Podlesí;56201;Pardubický;0.03;Czechia
Podlešín;27325;Středočeský;0.03;Czechia
Podluhy;26801;Středočeský;0.03;Czechia
Podmokly;34201;Plzeňský;0.03;Czechia
Podmokly;33808;Plzeňský;0.03;Czechia
Podmoky;28904;Středočeský;0.03;Czechia
Podmolí;66902;Jihomoravský;0.03;Czechia
Podmyče;67106;Jihomoravský;0.03;Czechia
Podolanka;25073;Středočeský;0.03;Czechia
Podolí;75116;Olomoucký;0.03;Czechia
Podolí;75644;Zlínský;0.03;Czechia
Podolí;66403;Jihomoravský;0.03;Czechia
Podolí I;39843;Jihočeský;0.03;Czechia
Podomí;68304;Jihomoravský;0.03;Czechia
Podůlšany;53345;Pardubický;0.03;Czechia
Podůlší;50601;Královéhradecký;0.03;Czechia
Podveky;28506;Středočeský;0.03;Czechia
Pohledy;56802;Pardubický;0.03;Czechia
Pohnání;39143;Jihočeský;0.03;Czechia
Pohorská Ves;38283;Jihočeský;0.03;Czechia
Pohořelice;76361;Zlínský;0.03;Czechia
Pohoří;25401;Středočeský;0.03;Czechia
Pohoří;51801;Královéhradecký;0.03;Czechia
Pojbuky;39143;Jihočeský;0.03;Czechia
Pokřikov;53901;Pardubický;0.03;Czechia
Poleň;33901;Plzeňský;0.03;Czechia
Polepy;28002;Středočeský;0.03;Czechia
Polepy;41147;Ústecký;0.03;Czechia
Polerady;25063;Středočeský;0.03;Czechia
Polerady;43401;Ústecký;0.03;Czechia
Polevsko;47116;Liberecký;0.03;Czechia
Police;78973;Olomoucký;0.03;Czechia
Police;75644;Zlínský;0.03;Czechia
Poličná;75701;Zlínský;0.03;Czechia
Polkovice;75144;Olomoucký;0.03;Czechia
Polní Chrčice;28002;Středočeský;0.03;Czechia
Polní Voděrady;28002;Středočeský;0.03;Czechia
Polom;75365;Olomoucký;0.03;Czechia
Polom;51741;Královéhradecký;0.03;Czechia
Polomí;79855;Olomoucký;0.03;Czechia
Pomezí nad Ohří;35002;Karlovarský;0.03;Czechia
Ponědraž;37901;Jihočeský;0.03;Czechia
Ponědrážka;37901;Jihočeský;0.03;Czechia
Ponětovice;66451;Jihomoravský;0.03;Czechia
Poniklá;51242;Liberecký;0.03;Czechia
Popelín;37855;Jihočeský;0.03;Czechia
Popice;69127;Jihomoravský;0.03;Czechia
Popovice;68604;Zlínský;0.03;Czechia
Popovice;66461;Jihomoravský;0.03;Czechia
Popovice;25701;Středočeský;0.03;Czechia
Popovičky;25101;Středočeský;0.03;Czechia
Šlapanice;66451;Jihomoravský;0.03;Czechia
Popůvky;66441;Jihomoravský;0.03;Czechia
Poříčany;28914;Středočeský;0.03;Czechia
Poříčí nad Sázavou;25721;Středočeský;0.03;Czechia
Poříčí u Litomyšle;57001;Pardubický;0.03;Czechia
Postřekov;34535;Plzeňský;0.03;Czechia
Postřelmov;78969;Olomoucký;0.03;Czechia
Postřelmůvek;78901;Olomoucký;0.03;Czechia
Postřižín;25070;Středočeský;0.03;Czechia
Postupice;25701;Středočeský;0.03;Czechia
Poteč;76601;Zlínský;0.03;Czechia
Potěhy;28563;Středočeský;0.03;Czechia
Potštejn;51743;Královéhradecký;0.03;Czechia
Potůčky;36235;Karlovarský;0.03;Czechia
Pouzdřany;69126;Jihomoravský;0.03;Czechia
Povrly;40332;Ústecký;0.03;Czechia
Pozděchov;75611;Zlínský;0.03;Czechia
Prace;66458;Jihomoravský;0.03;Czechia
Pracejovice;38601;Jihočeský;0.03;Czechia
Prachovice;53804;Pardubický;0.03;Czechia
Prackovice nad Labem;41133;Ústecký;0.03;Czechia
Práče;67161;Jihomoravský;0.03;Czechia
Prádlo;33501;Plzeňský;0.03;Czechia
Prakšice;68756;Zlínský;0.03;Czechia
Prasek;50401;Královéhradecký;0.03;Czechia
Praskačka;50333;Královéhradecký;0.03;Czechia
Prasklice;76833;Zlínský;0.03;Czechia
Praskolesy;26754;Středočeský;0.03;Czechia
Prášily;34201;Plzeňský;0.03;Czechia
Pravčice;76824;Zlínský;0.03;Czechia
Pravice;67178;Jihomoravský;0.03;Czechia
Pravlov;66464;Jihomoravský;0.03;Czechia
Pravonín;25709;Středočeský;0.03;Czechia
Pravy;53341;Pardubický;0.03;Czechia
Pražmo;73904;Moravskoslezský;0.03;Czechia
Prlov;75611;Zlínský;0.03;Czechia
Proboštov;41712;Ústecký;0.03;Czechia
Probulov;39804;Jihočeský;0.03;Czechia
Prokopov;67154;Jihomoravský;0.03;Czechia
Proruby;51741;Královéhradecký;0.03;Czechia
Proseč pod Ještědem;46343;Liberecký;0.03;Czechia
Prosečné;54373;Královéhradecký;0.03;Czechia
Prosenice;75121;Olomoucký;0.03;Czechia
Prosenická Lhota;26401;Středočeský;0.03;Czechia
Prosetín;53976;Pardubický;0.03;Czechia
Prostějovičky;79803;Olomoucký;0.03;Czechia
Prostiboř;34901;Plzeňský;0.03;Czechia
Prostřední Bečva;75656;Zlínský;0.03;Czechia
Prostřední Poříčí;67962;Jihomoravský;0.03;Czechia
Provodín;47167;Liberecký;0.03;Czechia
Provodov;76345;Zlínský;0.03;Czechia
Provodovice;75353;Olomoucký;0.03;Czechia
Provodov-Šonov;54908;Královéhradecký;0.03;Czechia
Prštice;66446;Jihomoravský;0.03;Czechia
Průhonice;25243;Středočeský;0.03;Czechia
Prusice;28163;Středočeský;0.03;Czechia
Prusinovice;76842;Zlínský;0.03;Czechia
Prusy-Boškůvky;68201;Jihomoravský;0.03;Czechia
Prušánky;69621;Jihomoravský;0.03;Czechia
Prysk;47115;Liberecký;0.03;Czechia
Pržno;75623;Zlínský;0.03;Czechia
Pržno;73911;Moravskoslezský;0.03;Czechia
Přáslavice;78354;Olomoucký;0.03;Czechia
Přeborov;39901;Jihočeský;0.03;Czechia
Přechovice;38701;Jihočeský;0.03;Czechia
Předboj;25072;Středočeský;0.03;Czechia
Předenice;33209;Plzeňský;0.03;Czechia
Předhradí;53974;Pardubický;0.03;Czechia
Předklášteří;66602;Jihomoravský;0.03;Czechia
Předměřice nad Jizerou;29474;Středočeský;0.03;Czechia
Předměřice nad Labem;50302;Královéhradecký;0.03;Czechia
Předmíř;38742;Jihočeský;0.03;Czechia
Přední Výtoň;38273;Jihočeský;0.03;Czechia
Přední Zborovice;38701;Jihočeský;0.03;Czechia
Předotice;39701;Jihočeský;0.03;Czechia
Předslav;33901;Plzeňský;0.03;Czechia
Předslavice;38701;Jihočeský;0.03;Czechia
Přehořov;39201;Jihočeský;0.03;Czechia
Přehvozdí;28163;Středočeský;0.03;Czechia
Přehýšov;33023;Plzeňský;0.03;Czechia
Přelíc;27305;Středočeský;0.03;Czechia
Přelovice;53341;Pardubický;0.03;Czechia
Přemyslovice;79851;Olomoucký;0.03;Czechia
Přepeře;29404;Středočeský;0.03;Czechia
Přepeře;51261;Liberecký;0.03;Czechia
Přepychy;53316;Pardubický;0.03;Czechia
Přepychy;51732;Královéhradecký;0.03;Czechia
Přerov nad Labem;28916;Středočeský;0.03;Czechia
Přerubenice;27054;Středočeský;0.03;Czechia
Přeskače;67140;Jihomoravský;0.03;Czechia
Přestanov;40317;Ústecký;0.03;Czechia
Přestavlky;53862;Pardubický;0.03;Czechia
Přestavlky;75002;Olomoucký;0.03;Czechia
Přestavlky;33401;Plzeňský;0.03;Czechia
Přestavlky;41301;Ústecký;0.03;Czechia
Přestavlky u Čerčan;25723;Středočeský;0.03;Czechia
Přeštěnice;39901;Jihočeský;0.03;Czechia
Přešťovice;38601;Jihočeský;0.03;Czechia
Převýšov;50351;Královéhradecký;0.03;Czechia
Přezletice;25073;Středočeský;0.03;Czechia
Přibice;69124;Jihomoravský;0.03;Czechia
Příbram na Moravě;66484;Jihomoravský;0.03;Czechia
Příbraz;37802;Jihočeský;0.03;Czechia
Přibyslav;54901;Královéhradecký;0.03;Czechia
Přibyslavice;66483;Jihomoravský;0.03;Czechia
Příchovice;33401;Plzeňský;0.03;Czechia
Příčina;27035;Středočeský;0.03;Czechia
Příčovy;26401;Středočeský;0.03;Czechia
Příkazy;78333;Olomoucký;0.03;Czechia
Příkosice;33843;Plzeňský;0.03;Czechia
Příkrý;51301;Liberecký;0.03;Czechia
Přílepy;76901;Zlínský;0.03;Czechia
Přísnotice;66463;Jihomoravský;0.03;Czechia
Přistoupim;28201;Středočeský;0.03;Czechia
Přišimasy;28201;Středočeský;0.03;Czechia
Příšov;33011;Plzeňský;0.03;Czechia
Příšovice;46346;Liberecký;0.03;Czechia
Přítluky;69104;Jihomoravský;0.03;Czechia
Přívětice;33828;Plzeňský;0.03;Czechia
Přívrat;56002;Pardubický;0.03;Czechia
Psárov;39201;Jihočeský;0.03;Czechia
Psáry;25244;Středočeský;0.03;Czechia
Psáře;25801;Středočeský;0.03;Czechia
Pstruží;73911;Moravskoslezský;0.03;Czechia
Pšánky;50315;Královéhradecký;0.03;Czechia
Pšov;36452;Karlovarský;0.03;Czechia
Pšovlky;27031;Středočeský;0.03;Czechia
Ptení;79843;Olomoucký;0.03;Czechia
Ptenín;33452;Plzeňský;0.03;Czechia
Ptice;25218;Středočeský;0.03;Czechia
Ptýrov;29501;Středočeský;0.03;Czechia
Puclice;34561;Plzeňský;0.03;Czechia
Pulečný;46802;Liberecký;0.03;Czechia
Pustá Kamenice;56982;Pardubický;0.03;Czechia
Pustá Polom;74769;Moravskoslezský;0.03;Czechia
Pustá Rybná;57201;Pardubický;0.03;Czechia
Pustějov;74243;Moravskoslezský;0.03;Czechia
Pustiměř;68321;Jihomoravský;0.03;Czechia
Pustina;56601;Pardubický;0.03;Czechia
Pustověty;27023;Středočeský;0.03;Czechia
Putim;39701;Jihočeský;0.03;Czechia
Rabštejnská Lhota;53701;Pardubický;0.03;Czechia
Rabyně;25744;Středočeský;0.03;Czechia
Racková;76001;Zlínský;0.03;Czechia
Račetice;43801;Ústecký;0.03;Czechia
Račice;41108;Ústecký;0.03;Czechia
Račice;27024;Středočeský;0.03;Czechia
Račice-Pístovice;68305;Jihomoravský;0.03;Czechia
Račiněves;41301;Ústecký;0.03;Czechia
Radčice;46822;Liberecký;0.03;Czechia
Radějov;69667;Jihomoravský;0.03;Czechia
Radějovice;25168;Středočeský;0.03;Czechia
Radějovice;38773;Jihočeský;0.03;Czechia
Radenín;39120;Jihočeský;0.03;Czechia
Radětice;26231;Středočeský;0.03;Czechia
Radětice;39165;Jihočeský;0.03;Czechia
Radhostice;38481;Jihočeský;0.03;Czechia
Radhošť;53401;Pardubický;0.03;Czechia
Radíč;26401;Středočeský;0.03;Czechia
Radíkov;75301;Olomoucký;0.03;Czechia
Radíkovice;50327;Královéhradecký;0.03;Czechia
Radim;28103;Středočeský;0.03;Czechia
Radim;50712;Královéhradecký;0.03;Czechia
Radimovice;46344;Liberecký;0.03;Czechia
Radimovice u Tábora;39131;Jihočeský;0.03;Czechia
Radimovice u Želče;39002;;0.03;Czechia
Radkov;74784;Moravskoslezský;0.03;Czechia
Radkov;57101;Pardubický;0.03;Czechia
Radkov;39131;Jihočeský;0.03;Czechia
Radkova Lhota;75114;Olomoucký;0.03;Czechia
Radkovice;33401;Plzeňský;0.03;Czechia
Radkovy;75114;Olomoucký;0.03;Czechia
Rádlo;46803;Liberecký;0.03;Czechia
Radonice;43155;Ústecký;0.03;Czechia
Radonice;25073;Středočeský;0.03;Czechia
Radostov;50327;Královéhradecký;0.03;Czechia
Radošovice;37341;Jihočeský;0.03;Czechia
Radošovice;38601;Jihočeský kraj;0.03;Czechia
Radošovice;25726;Středočeský;0.03;Czechia
Radotín;75354;Olomoucký;0.03;Czechia
Radovesice;41002;Ústecký;0.03;Czechia
Radovesnice I;28002;Středočeský;0.03;Czechia
Radovesnice II;28128;Středočeský;0.03;Czechia
Radovesnice II;28128;Středočeský;0.03;Czechia
Radslavice;75111;Olomoucký;0.03;Czechia
Radslavice;68321;Jihomoravský;0.03;Czechia
Raduň;74761;Moravskoslezský;0.03;Czechia
Radvanec;47301;Liberecký;0.03;Czechia
Radvanice;75121;Olomoucký;0.03;Czechia
Radvanice;54212;Královéhradecký;0.03;Czechia
Rájec;78901;Olomoucký;0.03;Czechia
Ráječko;67902;Jihomoravský;0.03;Czechia
Rajhradice;66461;Jihomoravský;0.03;Czechia
Rajnochovice;76871;Zlínský;0.03;Czechia
Rakousy;51101;Liberecký;0.03;Czechia
Rakov;75354;Olomoucký;0.03;Czechia
Raková u Konice;79857;Olomoucký;0.03;Czechia
Rakůvka;79857;Olomoucký;0.03;Czechia
Rakvice;69103;Jihomoravský;0.03;Czechia
Raná;43924;Ústecký;0.03;Czechia
Raná;53972;Pardubický;0.03;Czechia
Rapotín;78814;Olomoucký;0.03;Czechia
Rapšach;37807;Jihočeský;0.03;Czechia
Rasošky;55221;Královéhradecký;0.03;Czechia
Rašín;50801;Královéhradecký;0.03;Czechia
Raškovice;73904;Moravskoslezský;0.03;Czechia
Rašovice;28504;Středočeský;0.03;Czechia
Rašovice;68501;Jihomoravský;0.03;Czechia
Rataje;39165;Jihočeský;0.03;Czechia
Rataje;25801;Středočeský;0.03;Czechia
Rataje;76812;Zlínský;0.03;Czechia
Ratboř;28141;Středočeský;0.03;Czechia
Ratenice;28911;Středočeský;0.03;Czechia
Ratiboř;75621;Zlínský;0.03;Czechia
Ratibořské Hory;39142;Jihočeský;0.03;Czechia
Ratíškovice;69602;Jihomoravský;0.03;Czechia
Ratměřice;25703;Středočeský;0.03;Czechia
Razová;79201;Moravskoslezský;0.03;Czechia
Ražice;39822;Jihočeský;0.03;Czechia
Rebešovice;66461;Jihomoravský;0.03;Czechia
Rejchartice;78701;Olomoucký;0.03;Czechia
Rešice;67173;Jihomoravský;0.03;Czechia
Roblín;25226;Středočeský;0.03;Czechia
Rochlov;33023;Plzeňský;0.03;Czechia
Rochov;41301;Ústecký;0.03;Czechia
Rohatec;69601;Jihomoravský;0.03;Czechia
Rohenice;51771;Královéhradecký;0.03;Czechia
Rohle;78974;Olomoucký;0.03;Czechia
Rohov;74725;Moravskoslezský;0.03;Czechia
Rohovládova Bělá;53343;Pardubický;0.03;Czechia
Rohozec;67923;Jihomoravský;0.03;Czechia
Rohozná;56972;Pardubický;0.03;Czechia
Rohoznice;50771;Královéhradecký;0.03;Czechia
Rohoznice;53341;Pardubický;0.03;Czechia
Rojetín;59451;Jihomoravský;0.03;Czechia
Rokytá;29501;Středočeský;0.03;Czechia
Rokytňany;50723;Královéhradecký;0.03;Czechia
Rokytnice;76321;Zlínský;0.03;Czechia
Rokytnice;75104;Olomoucký;0.03;Czechia
Rokytno;53304;Pardubický;0.03;Czechia
Ropice;73961;Moravskoslezský;0.03;Czechia
Roprachtice;51301;Liberecký;0.03;Czechia
Roseč;37846;Jihočeský;0.03;Czechia
Rosice;53834;Pardubický;0.03;Czechia
Rosovice;26211;Středočeský;0.03;Czechia
Rostěnice-Zvonovice;68201;Jihomoravský;0.03;Czechia
Rostoklaty;28171;Středočeský;0.03;Czechia
Roštění;76843;Zlínský;0.03;Czechia
Roštín;76803;Zlínský;0.03;Czechia
Roubanina;67961;Jihomoravský;0.03;Czechia
Roudné;37007;Jihočeský;0.03;Czechia
Roudnice;50327;Královéhradecký;0.03;Czechia
Roudno;79201;Moravskoslezský;0.03;Czechia
Roupov;33453;Plzeňský;0.03;Czechia
Rouské;75353;Olomoucký;0.03;Czechia
Rovensko;78901;Olomoucký;0.03;Czechia
Rovná;38601;Jihočeský;0.03;Czechia
Rovná;35601;Karlovarský;0.03;Czechia
Rozdrojovice;66434;Jihomoravský;0.03;Czechia
Rozhovice;53803;Pardubický;0.03;Czechia
Rozhraní;56903;Pardubický;0.03;Czechia
Rozkoš;67153;Jihomoravský;0.03;Czechia
Rozseč nad Kunštátem;67973;Jihomoravský;0.03;Czechia
Rozsíčka;67974;Jihomoravský;0.03;Czechia
Rozstání;57101;Pardubický;0.03;Czechia
Rozstání;79862;Olomoucký;0.03;Czechia
Roztoky;27023;Středočeský;0.03;Czechia
Roztoky u Jilemnice;51231;Liberecký;0.03;Czechia
Roztoky u Semil;51301;Liberecký;0.03;Czechia
Rozvadov;34806;Plzeňský;0.03;Czechia
Rožmitál na Šumavě;38292;Jihočeský;0.03;Czechia
Rpety;26801;Středočeský;0.03;Czechia
Rtyně nad Bílinou;41762;Ústecký;0.03;Czechia
Ruda;27101;Středočeský;0.03;Czechia
Ruda nad Moravou;78963;Olomoucký;0.03;Czechia
Rudice;67906;Jihomoravský;0.03;Czechia
Rudice;68732;Zlínský;0.03;Czechia
Rudimov;76321;Zlínský;0.03;Czechia
Rudka;66483;Jihomoravský;0.03;Czechia
Rudlice;67153;Jihomoravský;0.03;Czechia
Rudná;56904;Pardubický;0.03;Czechia
Rudná pod Pradědem;79331;Moravskoslezský;0.03;Czechia
Rudník;54372;Královéhradecký;0.03;Czechia
Rudoltice;56125;Pardubický;0.03;Czechia
Ruprechtov;68304;Jihomoravský;0.03;Czechia
Rusava;76841;Zlínský;0.03;Czechia
Rusín;79397;Moravskoslezský;0.03;Czechia
Růžďka;75625;Zlínský;0.03;Czechia
Růžová;40502;Ústecký;0.03;Czechia
Rybí;74265;Moravskoslezský;0.03;Czechia
Rybitví;53354;Pardubický;0.03;Czechia
Rybná nad Zdobnicí;51755;Královéhradecký;0.03;Czechia
Rybnice;33151;Plzeňský;0.03;Czechia
Rybníček;68201;Jihomoravský;0.03;Czechia
Rybník;56002;Pardubický;0.03;Czechia
Rybník;34525;Plzeňský;0.03;Czechia
Rybníky;26301;Středočeský;0.03;Czechia
Rybníky;67201;Jihomoravský;0.03;Czechia
Rybniště;40751;Ústecký;0.03;Czechia
Rychnov na Moravě;56934;Pardubický;0.03;Czechia
Ryjice;40331;Ústecký;0.03;Czechia
Rymice;76901;Zlínský;0.03;Czechia
Rynholec;27062;Středočeský;0.03;Czechia
Rynoltice;46353;Liberecký;0.03;Czechia
Ryžoviště;79356;Moravskoslezský;0.03;Czechia
Řečany nad Labem;53313;Pardubický;0.03;Czechia
Řehenice;25167;Středočeský;0.03;Czechia
Řehlovice;40313;Ústecký;0.03;Czechia
Řeka;73955;Moravskoslezský;0.03;Czechia
Řemíčov;39143;Jihočeský;0.03;Czechia
Řenče;33401;Plzeňský;0.03;Czechia
Řendějov;28522;Středočeský;0.03;Czechia
Řepeč;39161;Jihočeský;0.03;Czechia
Řepice;38601;Jihočeský;0.03;Czechia
Řepín;27733;Středočeský;0.03;Czechia
Řepiště;73932;Moravskoslezský;0.03;Czechia
Řepníky;53865;Pardubický;0.03;Czechia
Řepov;29301;Středočeský;0.03;Czechia
Řeřichy;27035;Středočeský;0.03;Czechia
Řestoky;53851;Pardubický;0.03;Czechia
Řetová;56141;Pardubický;0.03;Czechia
Řetůvka;56141;Pardubický;0.03;Czechia
Řevničov;27054;Středočeský;0.03;Czechia
Řícmanice;66401;Jihomoravský;0.03;Czechia
Říčany;66482;Jihomoravský;0.03;Czechia
Říčky;66483;Jihomoravský;0.03;Czechia
Řídeč;78501;Olomoucký;0.03;Czechia
Řídký;57001;Pardubický;0.03;Czechia
Řikonín;59451;Jihomoravský;0.03;Czechia
Říkov;55203;Královéhradecký;0.03;Czechia
Říkovice;75118;Olomoucký;0.03;Czechia
Římov;37324;Jihočeský;0.03;Czechia
Řimovice;25801;Středočeský;0.03;Czechia
Řípec;39181;Jihočeský;0.03;Czechia
Řitka;25203;Středočeský;0.03;Czechia
Řitonice;29404;Středočeský;0.03;Czechia
Sádek;26101;Středočeský;0.03;Czechia
Sadov;36001;Karlovarský;0.03;Czechia
Sadová;50315;Královéhradecký;0.03;Czechia
Salaš;68706;Zlínský;0.03;Czechia
Samotišky;77900;Olomoucký;0.03;Czechia
Samšina;50601;Královéhradecký;0.03;Czechia
Sány;28906;Středočeský;0.03;Czechia
Sázava;56301;Pardubický;0.03;Czechia
Sazená;27324;Středočeský;0.03;Czechia
Sazovice;76301;Zlínský;0.03;Czechia
Sběř;50703;Královéhradecký;0.03;Czechia
Sebranice;56962;Pardubický;0.03;Czechia
Sebranice;67931;Jihomoravský;0.03;Czechia
Seč;33601;Plzeňský;0.03;Czechia
Sedlec;29471;Středočeský;0.03;Czechia
Sedlec;41115;Ústecký;0.03;Czechia
Sedlec;69121;Jihomoravský;0.03;Czechia
Sedlec;37347;Jihočeský;0.03;Czechia
Sedlec;25065;Středočeský;0.03;Czechia
Sedlice;26242;Středočeský;0.03;Czechia
Sedliště;57001;Pardubický;0.03;Czechia
Sedliště;73936;Moravskoslezský;0.03;Czechia
Sedliště;33501;Plzeňský;0.03;Czechia
Sedlnice;74256;Moravskoslezský;0.03;Czechia
Sedloňov;51791;Královéhradecký;0.03;Czechia
Sehradice;76323;Zlínský;0.03;Czechia
Seletice;28934;Středočeský;0.03;Czechia
Selmice;53501;Pardubický;0.03;Czechia
Seloutky;79804;Olomoucký;0.03;Czechia
Semanín;56002;Pardubický;0.03;Czechia
Semčice;29446;Středočeský;0.03;Czechia
Semechnice;51801;Královéhradecký;0.03;Czechia
Semice;28917;Středočeský;0.03;Czechia
Semín;53501;Pardubický;0.03;Czechia
Semněvice;34601;Plzeňský;0.03;Czechia
Semtěš;28601;Středočeský;0.03;Czechia
Sendraž;54901;Královéhradecký;0.03;Czechia
Sendražice;50303;Královéhradecký;0.03;Czechia
Senec;27036;Středočeský;0.03;Czechia
Senetářov;67906;Jihomoravský;0.03;Czechia
Senice;29001;Středočeský;0.03;Czechia
Senice na Hané;78345;Olomoucký;0.03;Czechia
Senička;78345;Olomoucký;0.03;Czechia
Seninka;75611;Zlínský;0.03;Czechia
Senohraby;25166;Středočeský;0.03;Czechia
Senorady;67575;Jihomoravský;0.03;Czechia
Sentice;66603;Jihomoravský;0.03;Czechia
Sibřina;25084;Středočeský;0.03;Czechia
Siřejovice;41002;Ústecký;0.03;Czechia
Sivice;66407;Jihomoravský;0.03;Czechia
Skalice;67171;Jihomoravský;0.03;Czechia
Skalice;39201;Jihočeský;0.03;Czechia
Skalice nad Svitavou;67901;Jihomoravský;0.03;Czechia
Skalice u České Lípy;47117;Liberecký;0.03;Czechia
Skalička;75352;Olomoucký;0.03;Czechia
Skalka;79824;Olomoucký;0.03;Czechia
Skalka;69648;Jihomoravský;0.03;Czechia
Skalka u Doks;47201;Liberecký;0.03;Czechia
Skalsko;29426;Středočeský;0.03;Czechia
Skály;39811;Jihočeský;0.03;Czechia
Skály;38601;Jihočeský;0.03;Czechia
Skapce;34901;Plzeňský;0.03;Czechia
Skašov;33601;Plzeňský;0.03;Czechia
Skaštice;76701;Zlínský;0.03;Czechia
Skočice;38775;Jihočeský;0.03;Czechia
Skomelno;33828;Plzeňský;0.03;Czechia
Skorkov;29474;Středočeský;0.03;Czechia
Skoronice;69641;Jihomoravský;0.03;Czechia
Skorošice;79065;Olomoucký;0.03;Czechia
Skořenice;56501;Pardubický;0.03;Czechia
Skořice;33843;Plzeňský;0.03;Czechia
Skotnice;74258;Moravskoslezský;0.03;Czechia
Skrbeň;78335;Olomoucký;0.03;Czechia
Skrchov;67961;Jihomoravský;0.03;Czechia
Skršín;43401;Ústecký;0.03;Czechia
Skrýchov u Malšic;39175;Jihočeský;0.03;Czechia
Skryje;59455;Jihomoravský;0.03;Czechia
Skřipel;26724;Středočeský;0.03;Czechia
Skřipov;74745;Moravskoslezský;0.03;Czechia
Skřípov;79852;Olomoucký;0.03;Czechia
Skřivany;50352;Královéhradecký;0.03;Czechia
Skuhrov;46822;Liberecký;0.03;Czechia
Skuhrov;26727;Středočeský;0.03;Czechia
Skuhrov nad Bělou;51703;Královéhradecký;0.03;Czechia
